1/a,f(a),a,E = -1/3a^3,T=(6a^5)^1/2f(a),T1np/T2,T2np/T2,T3np/T2,T4np/T2,T5np/T2,T6np/T2,T7np/T2,T9np/T2,T11np/T2,T13np/T2,T15np/T2,T19np/T2,T27np/T2,T31np/T2,T39np/T2,T47np/T2,T55np/T2,T63np/T2,T79np/T2,T111np/T2,T157np/T2,T997np/T2,T2 = ,3.091140557
0.90500,0.34453,1.10497,-0.2470725420,1.0831,0.3504,0.7008,1.0512,1.4016,1.7520,2.1024,2.4528,3.1535,3.8543,4.5551,5.2559,6.6575,9.4606,10.8622,13.6654,16.4685,19.2717,22.0748,27.6811,38.8937,55.0119,349.3429,,
0.90600,0.34283,1.10375,-0.2478924720,1.0748,0.3477,0.6954,1.0431,1.3908,1.7385,2.0862,2.4339,3.1294,3.8248,4.5202,5.2156,6.6064,9.3881,10.7789,13.5605,16.3422,19.1238,21.9055,27.4688,38.5954,54.5898,346.6628,,
0.90700,0.34112,1.10254,-0.2487142140,1.0665,0.3450,0.6900,1.0351,1.3801,1.7251,2.0701,2.4151,3.1052,3.7952,4.4853,5.1753,6.5554,9.3155,10.6956,13.4558,16.2159,18.9761,21.7363,27.2566,38.2972,54.1681,343.9849,,
0.90800,0.33940,1.10132,-0.2495377710,1.0582,0.3423,0.6847,1.0270,1.3693,1.7117,2.0540,2.3964,3.0810,3.7657,4.4504,5.1350,6.5044,9.2431,10.6124,13.3511,16.0898,18.8285,21.5672,27.0445,37.9993,53.7467,341.3089,,
0.90900,0.33767,1.10011,-0.2503631430,1.0499,0.3397,0.6793,1.0190,1.3586,1.6983,2.0379,2.3776,3.0569,3.7362,4.4155,5.0948,6.4534,9.1706,10.5293,13.2465,15.9637,18.6809,21.3982,26.8326,37.7015,53.3256,338.6346,,
0.91000,0.33592,1.09890,-0.2511903330,1.0416,0.3370,0.6739,1.0109,1.3479,1.6849,2.0218,2.3588,3.0328,3.7067,4.3806,5.0546,6.4025,9.0983,10.4462,13.1419,15.8377,18.5335,21.2293,26.6209,37.4040,52.9047,335.9620,,
0.91100,0.33417,1.09769,-0.2520193440,1.0333,0.3343,0.6686,1.0029,1.3372,1.6715,2.0058,2.3401,3.0086,3.6772,4.3458,5.0144,6.3516,9.0259,10.3631,13.0375,15.7118,18.3862,21.0605,26.4092,37.1066,52.4841,333.2908,,
0.91200,0.33240,1.09649,-0.2528501760,1.0251,0.3316,0.6632,0.9948,1.3265,1.6581,1.9897,2.3213,2.9845,3.6478,4.3110,4.9742,6.3007,8.9536,10.2801,12.9330,15.5859,18.2389,20.8918,26.1976,36.8094,52.0637,330.6210,,
0.91300,0.33062,1.09529,-0.2536828320,1.0168,0.3289,0.6579,0.9868,1.3158,1.6447,1.9736,2.3026,2.9605,3.6183,4.2762,4.9341,6.2498,8.8814,10.1971,12.8286,15.4601,18.0916,20.7232,25.9862,36.5122,51.6434,327.9522,,
0.91400,0.32883,1.09409,-0.2545173150,1.0085,0.3263,0.6525,0.9788,1.3051,1.6313,1.9576,2.2838,2.9364,3.5889,4.2414,4.8939,6.1990,8.8091,10.1142,12.7243,15.3344,17.9445,20.5546,25.7748,36.2152,51.2233,325.2845,,
0.91500,0.32703,1.09290,-0.2553536250,1.0003,0.3236,0.6472,0.9708,1.2944,1.6179,1.9415,2.2651,2.9123,3.5595,4.2066,4.8538,6.1482,8.7369,10.0312,12.6199,15.2086,17.7974,20.3861,25.5635,35.9183,50.8034,322.6175,,
0.91600,0.32521,1.09170,-0.2561917650,0.9920,0.3209,0.6418,0.9627,1.2837,1.6046,1.9255,2.2464,2.8882,3.5301,4.1719,4.8137,6.0974,8.6647,9.9483,12.5156,15.0830,17.6503,20.2176,25.3522,35.6214,50.3835,319.9511,,
0.91700,0.32339,1.09051,-0.2570317380,0.9837,0.3182,0.6365,0.9547,1.2730,1.5912,1.9094,2.2277,2.8642,3.5006,4.1371,4.7736,6.0466,8.5925,9.8654,12.4114,14.9573,17.5032,20.0491,25.1410,35.3246,49.9637,317.2852,,
0.91800,0.32154,1.08932,-0.2578735440,0.9755,0.3156,0.6311,0.9467,1.2623,1.5778,1.8934,2.2090,2.8401,3.4712,4.1024,4.7335,5.9958,8.5203,9.7826,12.3071,14.8316,17.3561,19.8807,24.9297,35.0279,49.5439,314.6195,,
0.91900,0.31969,1.08814,-0.2587171860,0.9672,0.3129,0.6258,0.9387,1.2516,1.5645,1.8774,2.1902,2.8160,3.4418,4.0676,4.6934,5.9450,8.4481,9.6997,12.2028,14.7060,17.2091,19.7122,24.7185,34.7311,49.1241,311.9539,,
0.92000,0.31782,1.08696,-0.2595626670,0.9589,0.3102,0.6204,0.9307,1.2409,1.5511,1.8613,2.1715,2.7920,3.4124,4.0328,4.6533,5.8942,8.3759,9.6168,12.0985,14.5803,17.0620,19.5438,24.5073,34.4343,48.7044,309.2882,,
0.92100,0.31594,1.08578,-0.2604099870,0.9507,0.3075,0.6151,0.9226,1.2302,1.5377,1.8453,2.1528,2.7679,3.3830,3.9981,4.6132,5.8433,8.3037,9.5339,11.9942,14.4546,16.9150,19.3753,24.2960,34.1375,48.2845,306.6221,,
0.92200,0.31404,1.08460,-0.2612591490,0.9424,0.3049,0.6097,0.9146,1.2195,1.5244,1.8292,2.1341,2.7438,3.3536,3.9633,4.5731,5.7925,8.2315,9.4510,11.8899,14.3289,16.7679,19.2068,24.0847,33.8406,47.8646,303.9555,,
0.92300,0.31213,1.08342,-0.2621101560,0.9341,0.3022,0.6044,0.9066,1.2088,1.5110,1.8132,2.1154,2.7198,3.3241,3.9285,4.5329,5.7417,8.1593,9.3680,11.7856,14.2032,16.6207,19.0383,23.8734,33.5436,47.4446,301.2881,,
0.92400,0.31020,1.08225,-0.2629630080,0.9259,0.2995,0.5990,0.8986,1.1981,1.4976,1.7971,2.0966,2.6957,3.2947,3.8937,4.4928,5.6908,8.0870,9.2851,11.6812,14.0774,16.4735,18.8697,23.6620,33.2465,47.0244,298.6198,,
0.92500,0.30826,1.08108,-0.2638177080,0.9176,0.2968,0.5937,0.8905,1.1874,1.4842,1.7810,2.0779,2.6716,3.2652,3.8589,4.4526,5.6400,8.0147,9.2021,11.5768,13.9515,16.3262,18.7010,23.4504,32.9493,46.6040,295.9503,,
0.92600,0.30631,1.07991,-0.2646742590,0.9093,0.2942,0.5883,0.8825,1.1766,1.4708,1.7650,2.0591,2.6475,3.2358,3.8241,4.4124,5.5891,7.9424,9.1190,11.4723,13.8256,16.1789,18.5322,23.2388,32.6520,46.1834,293.2795,,
0.92700,0.30434,1.07875,-0.2655326610,0.9010,0.2915,0.5830,0.8744,1.1659,1.4574,1.7489,2.0404,2.6233,3.2063,3.7893,4.3722,5.5381,7.8700,9.0359,11.3678,13.6996,16.0315,18.3633,23.0270,32.3544,45.7626,290.6069,,
0.92800,0.30235,1.07759,-0.2663929170,0.8927,0.2888,0.5776,0.8664,1.1552,1.4440,1.7328,2.0216,2.5992,3.1768,3.7544,4.3320,5.4872,7.7976,8.9528,11.2632,13.5735,15.8839,18.1943,22.8151,32.0567,45.3414,287.9325,,
0.92900,0.30035,1.07643,-0.2672550300,0.8844,0.2861,0.5722,0.8583,1.1445,1.4306,1.7167,2.0028,2.5750,3.1473,3.7195,4.2917,5.4362,7.7251,8.8695,11.1585,13.4474,15.7363,18.0252,22.6030,31.7587,44.9199,285.2559,,
0.93000,0.29833,1.07527,-0.2681190000,0.8761,0.2834,0.5669,0.8503,1.1337,1.4171,1.7006,1.9840,2.5508,3.1177,3.6846,4.2514,5.3851,7.6525,8.7862,11.0537,13.3211,15.5885,17.8559,22.3908,31.4604,44.4981,282.5770,,
0.93100,0.29629,1.07411,-0.2689848300,0.8678,0.2807,0.5615,0.8422,1.1230,1.4037,1.6844,1.9652,2.5266,3.0881,3.6496,4.2111,5.3340,7.5799,8.7029,10.9488,13.1947,15.4406,17.6865,22.1783,31.1619,44.0758,279.8954,,
0.93200,0.29424,1.07296,-0.2698525230,0.8595,0.2780,0.5561,0.8341,1.1122,1.3902,1.6683,1.9463,2.5024,3.0585,3.6146,4.1707,5.2829,7.5072,8.6194,10.8438,13.0681,15.2925,17.5168,21.9656,30.8630,43.6531,277.2109,,
0.93300,0.29217,1.07181,-0.2707220790,0.8511,0.2753,0.5507,0.8260,1.1014,1.3767,1.6521,1.9274,2.4781,3.0288,3.5795,4.1302,5.2316,7.4344,8.5358,10.7386,12.9414,15.1442,17.3470,21.7526,30.5638,43.2298,274.5232,,
0.93400,0.29008,1.07066,-0.2715935010,0.8428,0.2726,0.5453,0.8179,1.0906,1.3632,1.6359,1.9085,2.4538,2.9991,3.5444,4.0897,5.1803,7.3615,8.4521,10.6333,12.8145,14.9957,17.1769,21.5393,30.2641,42.8060,271.8320,,
0.93500,0.28797,1.06952,-0.2724667920,0.8344,0.2699,0.5399,0.8098,1.0798,1.3497,1.6197,1.8896,2.4295,2.9694,3.5093,4.0492,5.1290,7.2886,8.3684,10.5279,12.6875,14.8471,17.0067,21.3258,29.9641,42.3817,269.1370,,
0.93600,0.28585,1.06838,-0.2733419520,0.8261,0.2672,0.5345,0.8017,1.0690,1.3362,1.6034,1.8707,2.4052,2.9396,3.4741,4.0086,5.0776,7.2155,8.2844,10.4223,12.5603,14.6982,16.8361,21.1119,29.6636,41.9566,266.4379,,
0.93700,0.28370,1.06724,-0.2742189840,0.8177,0.2645,0.5291,0.7936,1.0581,1.3226,1.5872,1.8517,2.3808,2.9098,3.4389,3.9679,5.0260,7.1423,8.2004,10.3166,12.4328,14.5490,16.6653,20.8977,29.3626,41.5309,263.7344,,
0.93800,0.28154,1.06610,-0.2750978910,0.8093,0.2618,0.5236,0.7854,1.0472,1.3091,1.5709,1.8327,2.3563,2.8799,3.4035,3.9272,4.9744,7.0689,8.1162,10.2106,12.3051,14.3996,16.4941,20.6831,29.0611,41.1044,261.0261,,
0.93900,0.27936,1.06496,-0.2759786730,0.8009,0.2591,0.5182,0.7773,1.0364,1.2954,1.5545,1.8136,2.3318,2.8500,3.3682,3.8863,4.9227,6.9954,8.0318,10.1045,12.1772,14.2499,16.3227,20.4681,28.7590,40.6771,258.3127,,
0.94000,0.27715,1.06383,-0.2768613330,0.7925,0.2564,0.5127,0.7691,1.0255,1.2818,1.5382,1.7945,2.3073,2.8200,3.3327,3.8454,4.8709,6.9218,7.9472,9.9982,12.0491,14.1000,16.1509,20.2527,28.4563,40.2490,255.5938,,
0.94100,0.27493,1.06270,-0.2777458740,0.7840,0.2536,0.5073,0.7609,1.0145,1.2681,1.5218,1.7754,2.2827,2.7899,3.2972,3.8044,4.8190,6.8480,7.8625,9.8916,11.9206,13.9496,15.9787,20.0368,28.1529,39.8199,252.8691,,
0.94200,0.27268,1.06157,-0.2786322960,0.7755,0.2509,0.5018,0.7527,1.0036,1.2545,1.5053,1.7562,2.2580,2.7598,3.2616,3.7634,4.7669,6.7741,7.7776,9.7847,11.7919,13.7990,15.8061,19.8204,27.8489,39.3899,250.1381,,
0.94300,0.27041,1.06045,-0.2795206020,0.7671,0.2481,0.4963,0.7444,0.9926,1.2407,1.4889,1.7370,2.2333,2.7296,3.2259,3.7222,4.7148,6.6999,7.6925,9.6777,11.6628,13.6480,15.6331,19.6035,27.5441,38.9588,247.4006,,
0.94400,0.26812,1.05932,-0.2804107950,0.7585,0.2454,0.4908,0.7362,0.9816,1.2270,1.4724,1.7177,2.2085,2.6993,3.1901,3.6809,4.6624,6.6256,7.6072,9.5703,11.5334,13.4966,15.4597,19.3860,27.2385,38.5266,244.6559,,
0.94500,0.26581,1.05820,-0.2813028750,0.7500,0.2426,0.4853,0.7279,0.9705,1.2132,1.4558,1.6984,2.1837,2.6689,3.1542,3.6395,4.6100,6.5511,7.5216,9.4626,11.4037,13.3447,15.2858,19.1679,26.9321,38.0932,241.9038,,
0.94600,0.26347,1.05708,-0.2821968450,0.7415,0.2399,0.4797,0.7196,0.9595,1.1993,1.4392,1.6790,2.1588,2.6385,3.1182,3.5979,4.5574,6.4763,7.4358,9.3547,11.2736,13.1925,15.1114,18.9492,26.6248,37.6585,239.1437,,
0.94700,0.26111,1.05597,-0.2830927080,0.7329,0.2371,0.4742,0.7113,0.9483,1.1854,1.4225,1.6596,2.1338,2.6080,3.0821,3.5563,4.5046,6.4013,7.3497,9.2464,11.1431,13.0398,14.9364,18.7298,26.3166,37.2226,236.3752,,
0.94800,0.25872,1.05485,-0.2839904640,0.7243,0.2343,0.4686,0.7029,0.9372,1.1715,1.4058,1.6401,2.1087,2.5773,3.0459,3.5145,4.4517,6.3261,7.2633,9.1377,11.0121,12.8865,14.7609,18.5098,26.0074,36.7852,233.5977,,
0.94900,0.25631,1.05374,-0.2848901160,0.7156,0.2315,0.4630,0.6945,0.9260,1.1575,1.3890,1.6205,2.0835,2.5466,3.0096,3.4726,4.3986,6.2506,7.1767,9.0287,10.8808,12.7328,14.5848,18.2889,25.6971,36.3463,230.8108,,
0.95000,0.25387,1.05263,-0.2857916670,0.7069,0.2287,0.4574,0.6861,0.9148,1.1435,1.3722,1.6009,2.0583,2.5157,2.9731,3.4305,4.3453,6.1749,7.0897,8.9193,10.7489,12.5785,14.4081,18.0673,25.3857,35.9059,228.0139,,
0.95100,0.25141,1.05152,-0.2866951170,0.6982,0.2259,0.4518,0.6777,0.9035,1.1294,1.3553,1.5812,2.0330,2.4847,2.9365,3.3883,4.2918,6.0989,7.0024,8.8095,10.6166,12.4236,14.2307,17.8448,25.0731,35.4638,225.2064,,
0.95200,0.24892,1.05042,-0.2876004690,0.6895,0.2231,0.4461,0.6692,0.8922,1.1153,1.3383,1.5614,2.0075,2.4536,2.8997,3.3459,4.2381,6.0225,6.9148,8.6992,10.4837,12.2681,14.0526,17.6215,24.7593,35.0199,222.3877,,
0.95300,0.24639,1.04932,-0.2885077260,0.6807,0.2202,0.4404,0.6607,0.8809,1.1011,1.3213,1.5415,1.9820,2.4224,2.8628,3.3033,4.1841,5.9459,6.8268,8.5885,10.3502,12.1120,13.8737,17.3972,24.4442,34.5742,219.5573,,
0.95400,0.24384,1.04822,-0.2894168880,0.6719,0.2174,0.4347,0.6521,0.8695,1.0868,1.3042,1.5216,1.9563,2.3910,2.8258,3.2605,4.1300,5.8689,6.7384,8.4773,10.2162,11.9552,13.6941,17.1719,24.1277,34.1265,216.7143,,
0.95500,0.24126,1.04712,-0.2903279580,0.6631,0.2145,0.4290,0.6435,0.8580,1.0725,1.2870,1.5015,1.9305,2.3595,2.7885,3.2175,4.0755,5.7915,6.6495,8.3656,10.0816,11.7976,13.5136,16.9456,23.8097,33.6768,213.8581,,
0.95600,0.23864,1.04603,-0.2912409390,0.6542,0.2116,0.4232,0.6349,0.8465,1.0581,1.2697,1.4814,1.9046,2.3279,2.7511,3.1743,4.0208,5.7138,6.5603,8.2533,9.9463,11.6393,13.3322,16.7182,23.4901,33.2248,210.9880,,
0.95700,0.23600,1.04493,-0.2921558310,0.6452,0.2087,0.4175,0.6262,0.8349,1.0436,1.2524,1.4611,1.8786,2.2960,2.7135,3.1309,3.9659,5.6357,6.4706,8.1404,9.8103,11.4801,13.1499,16.4896,23.1690,32.7705,208.1032,,
0.95800,0.23332,1.04384,-0.2930726370,0.6362,0.2058,0.4116,0.6175,0.8233,1.0291,1.2349,1.4407,1.8524,2.2640,2.6757,3.0873,3.9106,5.5571,6.3804,8.0270,9.6736,11.3201,12.9667,16.2598,22.8460,32.3138,205.2028,,
0.95900,0.23060,1.04275,-0.2939913600,0.6272,0.2029,0.4058,0.6087,0.8116,1.0145,1.2174,1.4203,1.8261,2.2318,2.6376,3.0434,3.8550,5.4782,6.2897,7.9129,9.5361,11.1592,12.7824,16.0287,22.5213,31.8545,202.2860,,
0.96000,0.22785,1.04167,-0.2949120000,0.6181,0.2000,0.3999,0.5999,0.7998,0.9998,1.1997,1.3997,1.7996,2.1995,2.5994,2.9993,3.7991,5.3987,6.1985,7.7981,9.3977,10.9973,12.5970,15.7962,22.1946,31.3924,199.3519,,
0.96100,0.22506,1.04058,-0.2958345600,0.6089,0.1970,0.3940,0.5910,0.7880,0.9850,1.1819,1.3789,1.7729,2.1669,2.5609,2.9549,3.7428,5.3187,6.1067,7.6826,9.2585,10.8345,12.4104,15.5622,21.8659,30.9275,196.3994,,
0.96200,0.22223,1.03950,-0.2967590430,0.5997,0.1940,0.3880,0.5820,0.7760,0.9700,1.1641,1.3581,1.7461,2.1341,2.5221,2.9101,3.6862,5.2383,6.0143,7.5664,9.1184,10.6705,12.2226,15.3268,21.5351,30.4595,193.4275,,
0.96300,0.21936,1.03842,-0.2976854490,0.5904,0.1910,0.3820,0.5730,0.7640,0.9550,1.1460,1.3371,1.7191,2.1011,2.4831,2.8651,3.6292,5.1572,5.9213,7.4493,8.9774,10.5054,12.0335,15.0896,21.2019,29.9883,190.4350,,
0.96400,0.21645,1.03734,-0.2986137810,0.5811,0.1880,0.3760,0.5640,0.7519,0.9399,1.1279,1.3159,1.6919,2.0678,2.4438,2.8198,3.5717,5.0756,5.8275,7.3314,8.8353,10.3392,11.8430,14.8508,20.8663,29.5136,187.4209,,
0.96500,0.21350,1.03627,-0.2995440420,0.5717,0.1849,0.3699,0.5548,0.7398,0.9247,1.1096,1.2946,1.6644,2.0343,2.4042,2.7741,3.5138,4.9933,5.7331,7.2126,8.6921,10.1716,11.6511,14.6101,20.5282,29.0354,184.3837,,
0.96600,0.21050,1.03520,-0.3004762320,0.5622,0.1819,0.3637,0.5456,0.7275,0.9093,1.0912,1.2731,1.6368,2.0005,2.3643,2.7280,3.4555,4.9104,5.6379,7.0928,8.5478,10.0027,11.4577,14.3676,20.1873,28.5532,181.3222,,
0.96700,0.20745,1.03413,-0.3014103540,0.5526,0.1788,0.3575,0.5363,0.7151,0.8939,1.0726,1.2514,1.6089,1.9665,2.3240,2.6816,3.3967,4.8268,5.5419,6.9721,8.4022,9.8324,11.2626,14.1229,19.8436,28.0671,178.2348,,
0.96800,0.20435,1.03306,-0.3023464110,0.5429,0.1756,0.3513,0.5269,0.7026,0.8782,1.0539,1.2295,1.5808,1.9321,2.2834,2.6347,3.3373,4.7425,5.4451,6.8502,8.2554,9.6606,11.0658,13.8761,19.4968,27.5766,175.1200,,
0.96900,0.20120,1.03199,-0.3032844030,0.5332,0.1725,0.3450,0.5175,0.6900,0.8625,1.0350,1.2075,1.5524,1.8974,2.2424,2.5874,3.2774,4.6573,5.3473,6.7272,8.1072,9.4871,10.8671,13.6270,19.1468,27.0815,171.9759,,
0.97000,0.19799,1.03093,-0.3042243330,0.5234,0.1693,0.3386,0.5079,0.6772,0.8465,1.0159,1.1852,1.5238,1.8624,2.2010,2.5396,3.2169,4.5713,5.2486,6.6030,7.9575,9.3120,10.6665,13.3754,18.7933,26.5815,168.8009,,
0.97100,0.19473,1.02987,-0.3051662040,0.5134,0.1661,0.3322,0.4983,0.6644,0.8305,0.9965,1.1626,1.4948,1.8270,2.1592,2.4914,3.1557,4.4845,5.1488,6.4776,7.8063,9.1350,10.4637,13.1212,18.4361,26.0763,165.5928,,
0.97200,0.19141,1.02881,-0.3061100160,0.5034,0.1628,0.3257,0.4885,0.6514,0.8142,0.9770,1.1399,1.4655,1.7912,2.1169,2.4426,3.0939,4.3966,5.0480,6.3507,7.6534,8.9561,10.2588,12.8642,18.0750,25.5656,162.3495,,
0.97300,0.18802,1.02775,-0.3070557720,0.4932,0.1595,0.3191,0.4786,0.6382,0.7977,0.9573,1.1168,1.4359,1.7550,2.0741,2.3932,3.0314,4.3078,4.9460,6.2223,7.4987,8.7751,10.0515,12.6042,17.7097,25.0489,159.0685,,
0.97400,0.18457,1.02669,-0.3080034750,0.4829,0.1562,0.3124,0.4686,0.6249,0.7811,0.9373,1.0935,1.4059,1.7184,2.0308,2.3432,2.9681,4.2178,4.8427,6.0924,7.3421,8.5919,9.8416,12.3411,17.3400,24.5259,155.7473,,
0.97500,0.18105,1.02564,-0.3089531250,0.4725,0.1528,0.3057,0.4585,0.6114,0.7642,0.9170,1.0699,1.3756,1.6813,1.9869,2.2926,2.9040,4.1267,4.7381,5.9608,7.1836,8.4063,9.6290,12.0745,16.9654,23.9961,152.3830,,
0.97600,0.17745,1.02459,-0.3099047250,0.4619,0.1494,0.2988,0.4483,0.5977,0.7471,0.8965,1.0459,1.3448,1.6436,1.9425,2.2413,2.8390,4.0344,4.6320,5.8274,7.0228,8.2181,9.4135,11.8042,16.5857,23.4590,148.9724,,
0.97700,0.17377,1.02354,-0.3108582780,0.4512,0.1459,0.2919,0.4378,0.5838,0.7297,0.8757,1.0216,1.3135,1.6054,1.8973,2.1892,2.7730,3.9406,4.5244,5.6920,6.8596,8.0272,9.1948,11.5300,16.2004,22.9141,145.5120,,
0.97800,0.17001,1.02249,-0.3118137840,0.4403,0.1424,0.2849,0.4273,0.5697,0.7121,0.8546,0.9970,1.2818,1.5667,1.8515,2.1364,2.7061,3.8455,4.4152,5.5546,6.6940,7.8334,8.9728,11.2516,15.8092,22.3608,141.9979,,
0.97900,0.16616,1.02145,-0.3127712460,0.4292,0.1388,0.2777,0.4165,0.5554,0.6942,0.8331,0.9719,1.2496,1.5273,1.8050,2.0826,2.6380,3.7487,4.3041,5.4149,6.5256,7.6363,8.7471,10.9685,15.4115,21.7983,138.4258,,
0.98000,0.16221,1.02041,-0.3137306670,0.4179,0.1352,0.2704,0.4056,0.5408,0.6760,0.8112,0.9464,1.2168,1.4872,1.7576,2.0279,2.5687,3.6503,4.1911,5.2727,6.3542,7.4358,8.5174,10.6805,15.0068,21.2258,134.7908,,
0.98100,0.15815,1.01937,-0.3146920470,0.4064,0.1315,0.2630,0.3944,0.5259,0.6574,0.7889,0.9204,1.1833,1.4463,1.7093,1.9722,2.4982,3.5500,4.0759,5.1278,6.1796,7.2315,8.2834,10.3871,14.5945,20.6427,131.0875,,
0.98200,0.15399,1.01833,-0.3156553890,0.3947,0.1277,0.2554,0.3831,0.5108,0.6385,0.7662,0.8938,1.1492,1.4046,1.6600,1.9154,2.4262,3.4477,3.9585,4.9800,6.0015,7.0231,8.0446,10.0877,14.1739,20.0477,127.3094,,
0.98300,0.14970,1.01729,-0.3166206960,0.3827,0.1238,0.2476,0.3715,0.4953,0.6191,0.7429,0.8667,1.1144,1.3620,1.6097,1.8573,2.3526,3.3432,3.8385,4.8290,5.8196,6.8102,7.8007,9.7819,13.7441,19.4399,123.4496,,
0.98400,0.14528,1.01626,-0.3175879680,0.3705,0.1199,0.2397,0.3596,0.4794,0.5993,0.7192,0.8390,1.0787,1.3185,1.5582,1.7979,2.2773,3.2362,3.7156,4.6745,5.6334,6.5923,7.5511,9.4689,13.3044,18.8179,119.4999,,
0.98500,0.14071,1.01523,-0.3185572080,0.3579,0.1158,0.2316,0.3474,0.4632,0.5790,0.6948,0.8106,1.0422,1.2738,1.5054,1.7370,2.2002,3.1265,3.5897,4.5161,5.4425,6.3689,7.2953,9.1480,12.8536,18.1803,115.4506,,
0.98600,0.13599,1.01420,-0.3195284190,0.3451,0.1116,0.2233,0.3349,0.4465,0.5581,0.6698,0.7814,1.0046,1.2279,1.4511,1.6744,2.1209,3.0139,3.4604,4.3534,5.2464,6.1394,7.0324,8.8184,12.3904,17.5252,111.2907,,
0.98700,0.13108,1.01317,-0.3205016010,0.3318,0.1073,0.2147,0.3220,0.4293,0.5366,0.6440,0.7513,0.9660,1.1806,1.3953,1.6099,2.0392,2.8979,3.3272,4.1858,5.0445,5.9031,6.7617,8.4790,11.9135,16.8506,107.0069,,
0.98800,0.12598,1.01215,-0.3214767570,0.3181,0.1029,0.2058,0.3087,0.4116,0.5145,0.6174,0.7202,0.9260,1.1318,1.3376,1.5434,1.9549,2.7781,3.1897,4.0128,4.8359,5.6591,6.4822,8.1285,11.4210,16.1540,102.5834,,
0.98900,0.12066,1.01112,-0.3224538900,0.3038,0.0983,0.1966,0.2949,0.3932,0.4915,0.5898,0.6881,0.8847,1.0813,1.2778,1.4744,1.8676,2.6540,3.0472,3.8335,4.6199,5.4063,6.1926,7.7654,10.9108,15.4324,98.0009,,
0.99000,0.11508,1.01010,-0.3234330000,0.2891,0.0935,0.1870,0.2805,0.3741,0.4676,0.5611,0.6546,0.8416,1.0287,1.2157,1.4027,1.7768,2.5249,2.8990,3.6471,4.3953,5.1434,5.8915,7.3878,10.3803,14.6820,93.2356,,
0.99010,0.11451,1.01000,-0.3235310200,0.2876,0.0930,0.1861,0.2791,0.3721,0.4651,0.5582,0.6512,0.8372,1.0233,1.2094,1.3954,1.7675,2.5117,2.8838,3.6281,4.3723,5.1165,5.8607,7.3491,10.3260,14.6052,92.7480,,
0.99020,0.11394,1.00990,-0.3236290600,0.2860,0.0925,0.1851,0.2776,0.3701,0.4627,0.5552,0.6478,0.8328,1.0179,1.2030,1.3880,1.7582,2.4985,2.8686,3.6089,4.3492,5.0895,5.8298,7.3103,10.2715,14.5281,92.2581,,
0.99030,0.11336,1.00980,-0.3237271190,0.2845,0.0920,0.1841,0.2761,0.3682,0.4602,0.5523,0.6443,0.8284,1.0125,1.1965,1.3806,1.7488,2.4851,2.8533,3.5896,4.3260,5.0623,5.7987,7.2713,10.2167,14.4506,91.7661,,
0.99040,0.11277,1.00969,-0.3238251980,0.2830,0.0915,0.1831,0.2746,0.3662,0.4577,0.5493,0.6408,0.8239,1.0070,1.1901,1.3732,1.7394,2.4718,2.8379,3.5703,4.3027,5.0351,5.7674,7.2322,10.1617,14.3728,91.2719,,
0.99050,0.11219,1.00959,-0.3239232980,0.2814,0.0910,0.1821,0.2731,0.3642,0.4552,0.5463,0.6373,0.8194,1.0015,1.1836,1.3657,1.7299,2.4583,2.8225,3.5509,4.2793,5.0077,5.7361,7.1928,10.1064,14.2946,90.7754,,
0.99060,0.11160,1.00949,-0.3240214160,0.2799,0.0905,0.1811,0.2716,0.3622,0.4527,0.5433,0.6338,0.8149,0.9960,1.1771,1.3582,1.7204,2.4448,2.8070,3.5314,4.2558,4.9802,5.7045,7.1533,10.0509,14.2161,90.2766,,
0.99070,0.11101,1.00939,-0.3241195550,0.2783,0.0900,0.1801,0.2701,0.3602,0.4502,0.5403,0.6303,0.8104,0.9905,1.1706,1.3507,1.7109,2.4312,2.7914,3.5118,4.2321,4.9525,5.6729,7.1136,9.9951,14.1372,89.7755,,
0.99080,0.11042,1.00929,-0.3242177140,0.2768,0.0895,0.1791,0.2686,0.3582,0.4477,0.5372,0.6268,0.8059,0.9849,1.1640,1.3431,1.7013,2.4176,2.7758,3.4921,4.2084,4.9247,5.6411,7.0737,9.9390,14.0579,89.2720,,
0.99090,0.10982,1.00918,-0.3243158920,0.2752,0.0890,0.1781,0.2671,0.3561,0.4452,0.5342,0.6232,0.8013,0.9794,1.1574,1.3355,1.6916,2.4039,2.7600,3.4723,4.1846,4.8968,5.6091,7.0336,9.8827,13.9782,88.7661,,
0.99100,0.10922,1.00908,-0.3244140900,0.2736,0.0885,0.1770,0.2656,0.3541,0.4426,0.5311,0.6197,0.7967,0.9738,1.1508,1.3278,1.6819,2.3901,2.7442,3.4524,4.1606,4.8688,5.5770,6.9933,9.8261,13.8981,88.2577,,
0.99110,0.10861,1.00898,-0.3245123080,0.2721,0.0880,0.1760,0.2640,0.3520,0.4401,0.5281,0.6161,0.7921,0.9681,1.1441,1.3202,1.6722,2.3763,2.7283,3.4324,4.1365,4.8406,5.5447,6.9529,9.7692,13.8177,87.7468,,
0.99120,0.10800,1.00888,-0.3246105460,0.2705,0.0875,0.1750,0.2625,0.3500,0.4375,0.5250,0.6125,0.7875,0.9625,1.1374,1.3124,1.6624,2.3624,2.7124,3.4123,4.1123,4.8123,5.5122,6.9122,9.7120,13.7368,87.2334,,
